Date_key,Day,Day_of_week,Month,Year,Week_of_month,Week_of_year,Full_date
1246,30,2,5,2016,5,23,2016-05-30
1247,31,3,5,2016,5,23,2016-05-31
1248,1,4,6,2016,1,23,2016-06-01
1249,2,5,6,2016,1,23,2016-06-02
1250,3,6,6,2016,1,23,2016-06-03
1251,4,7,6,2016,1,23,2016-06-04
1252,5,1,6,2016,2,24,2016-06-05
1253,6,2,6,2016,2,24,2016-06-06
1254,7,3,6,2016,2,24,2016-06-07
1255,8,4,6,2016,2,24,2016-06-08
1256,9,5,6,2016,2,24,2016-06-09
1257,10,6,6,2016,2,24,2016-06-10
1258,11,7,6,2016,2,24,2016-06-11
1259,12,1,6,2016,3,25,2016-06-12
1260,13,2,6,2016,3,25,2016-06-13
1261,14,3,6,2016,3,25,2016-06-14
1262,15,4,6,2016,3,25,2016-06-15
1263,16,5,6,2016,3,25,2016-06-16
1264,17,6,6,2016,3,25,2016-06-17
1265,18,7,6,2016,3,25,2016-06-18
1266,19,1,6,2016,4,26,2016-06-19
1267,20,2,6,2016,4,26,2016-06-20
1268,21,3,6,2016,4,26,2016-06-21
1269,22,4,6,2016,4,26,2016-06-22
1270,23,5,6,2016,4,26,2016-06-23
1271,24,6,6,2016,4,26,2016-06-24
1272,25,7,6,2016,4,26,2016-06-25
1273,26,1,6,2016,5,27,2016-06-26
1274,27,2,6,2016,5,27,2016-06-27
1275,28,3,6,2016,5,27,2016-06-28
1276,29,4,6,2016,5,27,2016-06-29
1277,30,5,6,2016,5,27,2016-06-30
1278,1,6,7,2016,1,27,2016-07-01
1279,2,7,7,2016,1,27,2016-07-02
1280,3,1,7,2016,2,28,2016-07-03
1281,4,2,7,2016,2,28,2016-07-04
1282,5,3,7,2016,2,28,2016-07-05
1283,6,4,7,2016,2,28,2016-07-06
1284,7,5,7,2016,2,28,2016-07-07
1285,8,6,7,2016,2,28,2016-07-08
1286,9,7,7,2016,2,28,2016-07-09
1287,10,1,7,2016,3,29,2016-07-10
1288,11,2,7,2016,3,29,2016-07-11
1289,12,3,7,2016,3,29,2016-07-12
1290,13,4,7,2016,3,29,2016-07-13
1291,14,5,7,2016,3,29,2016-07-14
1292,15,6,7,2016,3,29,2016-07-15
1293,16,7,7,2016,3,29,2016-07-16
1294,17,1,7,2016,4,30,2016-07-17
1295,18,2,7,2016,4,30,2016-07-18
1296,19,3,7,2016,4,30,2016-07-19
1297,20,4,7,2016,4,30,2016-07-20
1298,21,5,7,2016,4,30,2016-07-21
1299,22,6,7,2016,4,30,2016-07-22
1300,23,7,7,2016,4,30,2016-07-23
1301,24,1,7,2016,5,31,2016-07-24
1302,25,2,7,2016,5,31,2016-07-25
1303,26,3,7,2016,5,31,2016-07-26
1304,27,4,7,2016,5,31,2016-07-27
1305,28,5,7,2016,5,31,2016-07-28
1306,29,6,7,2016,5,31,2016-07-29
1307,30,7,7,2016,5,31,2016-07-30
1308,31,1,7,2016,6,32,2016-07-31
1309,1,2,8,2016,1,32,2016-08-01
1310,2,3,8,2016,1,32,2016-08-02
1311,3,4,8,2016,1,32,2016-08-03
1312,4,5,8,2016,1,32,2016-08-04
1313,5,6,8,2016,1,32,2016-08-05
1314,6,7,8,2016,1,32,2016-08-06
1315,7,1,8,2016,2,33,2016-08-07
1316,8,2,8,2016,2,33,2016-08-08
1317,9,3,8,2016,2,33,2016-08-09
1318,10,4,8,2016,2,33,2016-08-10
1319,11,5,8,2016,2,33,2016-08-11
1320,12,6,8,2016,2,33,2016-08-12
1321,13,7,8,2016,2,33,2016-08-13
1322,14,1,8,2016,3,34,2016-08-14
1323,15,2,8,2016,3,34,2016-08-15
1324,16,3,8,2016,3,34,2016-08-16
1325,17,4,8,2016,3,34,2016-08-17
1326,18,5,8,2016,3,34,2016-08-18
1327,19,6,8,2016,3,34,2016-08-19
1328,20,7,8,2016,3,34,2016-08-20
1329,21,1,8,2016,4,35,2016-08-21
1330,22,2,8,2016,4,35,2016-08-22
1331,23,3,8,2016,4,35,2016-08-23
1332,24,4,8,2016,4,35,2016-08-24
1333,25,5,8,2016,4,35,2016-08-25
1334,26,6,8,2016,4,35,2016-08-26
1335,27,7,8,2016,4,35,2016-08-27
1336,28,1,8,2016,5,36,2016-08-28
1337,29,2,8,2016,5,36,2016-08-29
1338,30,3,8,2016,5,36,2016-08-30
1339,31,4,8,2016,5,36,2016-08-31
1340,1,5,9,2016,1,36,2016-09-01
1341,2,6,9,2016,1,36,2016-09-02
1342,3,7,9,2016,1,36,2016-09-03
1343,4,1,9,2016,2,37,2016-09-04
1344,5,2,9,2016,2,37,2016-09-05
1345,6,3,9,2016,2,37,2016-09-06
1346,7,4,9,2016,2,37,2016-09-07
1347,8,5,9,2016,2,37,2016-09-08
1348,9,6,9,2016,2,37,2016-09-09
1349,10,7,9,2016,2,37,2016-09-10
1350,11,1,9,2016,3,38,2016-09-11
1351,12,2,9,2016,3,38,2016-09-12
1352,13,3,9,2016,3,38,2016-09-13
1353,14,4,9,2016,3,38,2016-09-14
1354,15,5,9,2016,3,38,2016-09-15
1355,16,6,9,2016,3,38,2016-09-16
1356,17,7,9,2016,3,38,2016-09-17
1357,18,1,9,2016,4,39,2016-09-18
1358,19,2,9,2016,4,39,2016-09-19
1359,20,3,9,2016,4,39,2016-09-20
1360,21,4,9,2016,4,39,2016-09-21
1361,22,5,9,2016,4,39,2016-09-22
1362,23,6,9,2016,4,39,2016-09-23
1363,24,7,9,2016,4,39,2016-09-24
1364,25,1,9,2016,5,40,2016-09-25
1365,26,2,9,2016,5,40,2016-09-26
1366,27,3,9,2016,5,40,2016-09-27
1367,28,4,9,2016,5,40,2016-09-28
1368,29,5,9,2016,5,40,2016-09-29
1369,30,6,9,2016,5,40,2016-09-30
1370,1,7,10,2016,1,40,2016-10-01
1371,2,1,10,2016,2,41,2016-10-02
1372,3,2,10,2016,2,41,2016-10-03
1373,4,3,10,2016,2,41,2016-10-04
1374,5,4,10,2016,2,41,2016-10-05
1375,6,5,10,2016,2,41,2016-10-06
1376,7,6,10,2016,2,41,2016-10-07
1377,8,7,10,2016,2,41,2016-10-08
1378,9,1,10,2016,3,42,2016-10-09
1379,10,2,10,2016,3,42,2016-10-10
1380,11,3,10,2016,3,42,2016-10-11
1381,12,4,10,2016,3,42,2016-10-12
1382,13,5,10,2016,3,42,2016-10-13
1383,14,6,10,2016,3,42,2016-10-14
1384,15,7,10,2016,3,42,2016-10-15
1385,16,1,10,2016,4,43,2016-10-16
1386,17,2,10,2016,4,43,2016-10-17
1387,18,3,10,2016,4,43,2016-10-18
1388,19,4,10,2016,4,43,2016-10-19
1389,20,5,10,2016,4,43,2016-10-20
1390,21,6,10,2016,4,43,2016-10-21
1391,22,7,10,2016,4,43,2016-10-22
1392,23,1,10,2016,5,44,2016-10-23
1393,24,2,10,2016,5,44,2016-10-24
1394,25,3,10,2016,5,44,2016-10-25
1395,26,4,10,2016,5,44,2016-10-26
1396,27,5,10,2016,5,44,2016-10-27
1397,28,6,10,2016,5,44,2016-10-28
1398,29,7,10,2016,5,44,2016-10-29
1399,30,1,10,2016,6,45,2016-10-30
1400,31,2,10,2016,6,45,2016-10-31
1401,1,3,11,2016,1,45,2016-11-01
1402,2,4,11,2016,1,45,2016-11-02
1403,3,5,11,2016,1,45,2016-11-03
1404,4,6,11,2016,1,45,2016-11-04
1405,5,7,11,2016,1,45,2016-11-05
1406,6,1,11,2016,2,46,2016-11-06
1407,7,2,11,2016,2,46,2016-11-07
1408,8,3,11,2016,2,46,2016-11-08
1409,9,4,11,2016,2,46,2016-11-09
1410,10,5,11,2016,2,46,2016-11-10
1411,11,6,11,2016,2,46,2016-11-11
1412,12,7,11,2016,2,46,2016-11-12
1413,13,1,11,2016,3,47,2016-11-13
1414,14,2,11,2016,3,47,2016-11-14
1415,15,3,11,2016,3,47,2016-11-15
1416,16,4,11,2016,3,47,2016-11-16
1417,17,5,11,2016,3,47,2016-11-17
1418,18,6,11,2016,3,47,2016-11-18
1419,19,7,11,2016,3,47,2016-11-19
1420,20,1,11,2016,4,48,2016-11-20
1421,21,2,11,2016,4,48,2016-11-21
1422,22,3,11,2016,4,48,2016-11-22
1423,23,4,11,2016,4,48,2016-11-23
1424,24,5,11,2016,4,48,2016-11-24
1425,25,6,11,2016,4,48,2016-11-25
1426,26,7,11,2016,4,48,2016-11-26
1427,27,1,11,2016,5,49,2016-11-27
1428,28,2,11,2016,5,49,2016-11-28
1429,29,3,11,2016,5,49,2016-11-29
1430,30,4,11,2016,5,49,2016-11-30
1431,1,5,12,2016,1,49,2016-12-01
1432,2,6,12,2016,1,49,2016-12-02
1433,3,7,12,2016,1,49,2016-12-03
1434,4,1,12,2016,2,50,2016-12-04
1435,5,2,12,2016,2,50,2016-12-05
1436,6,3,12,2016,2,50,2016-12-06
1437,7,4,12,2016,2,50,2016-12-07
1438,8,5,12,2016,2,50,2016-12-08
1439,9,6,12,2016,2,50,2016-12-09
1440,10,7,12,2016,2,50,2016-12-10
1441,11,1,12,2016,3,51,2016-12-11
1442,12,2,12,2016,3,51,2016-12-12
1443,13,3,12,2016,3,51,2016-12-13
1444,14,4,12,2016,3,51,2016-12-14
1445,15,5,12,2016,3,51,2016-12-15
1446,16,6,12,2016,3,51,2016-12-16
1447,17,7,12,2016,3,51,2016-12-17
1448,18,1,12,2016,4,52,2016-12-18
1449,19,2,12,2016,4,52,2016-12-19
1450,20,3,12,2016,4,52,2016-12-20
1451,21,4,12,2016,4,52,2016-12-21
1452,22,5,12,2016,4,52,2016-12-22
1453,23,6,12,2016,4,52,2016-12-23
1454,24,7,12,2016,4,52,2016-12-24
1455,25,1,12,2016,5,53,2016-12-25
1456,26,2,12,2016,5,53,2016-12-26
1457,27,3,12,2016,5,53,2016-12-27
1458,28,4,12,2016,5,53,2016-12-28
1459,29,5,12,2016,5,53,2016-12-29
1460,30,6,12,2016,5,53,2016-12-30
1461,31,7,12,2016,5,53,2016-12-31
1462,1,1,1,2017,1,1,2017-01-01
1463,2,2,1,2017,1,1,2017-01-02
1464,3,3,1,2017,1,1,2017-01-03
1465,4,4,1,2017,1,1,2017-01-04
1466,5,5,1,2017,1,1,2017-01-05
1467,6,6,1,2017,1,1,2017-01-06
1468,7,7,1,2017,1,1,2017-01-07
1469,8,1,1,2017,2,2,2017-01-08
1470,9,2,1,2017,2,2,2017-01-09
1471,10,3,1,2017,2,2,2017-01-10
1472,11,4,1,2017,2,2,2017-01-11
1473,12,5,1,2017,2,2,2017-01-12
1474,13,6,1,2017,2,2,2017-01-13
1475,14,7,1,2017,2,2,2017-01-14
1476,15,1,1,2017,3,3,2017-01-15
1477,16,2,1,2017,3,3,2017-01-16
1478,17,3,1,2017,3,3,2017-01-17
1479,18,4,1,2017,3,3,2017-01-18
1480,19,5,1,2017,3,3,2017-01-19
1481,20,6,1,2017,3,3,2017-01-20
1482,21,7,1,2017,3,3,2017-01-21
1483,22,1,1,2017,4,4,2017-01-22
1484,23,2,1,2017,4,4,2017-01-23
1485,24,3,1,2017,4,4,2017-01-24
1486,25,4,1,2017,4,4,2017-01-25
1487,26,5,1,2017,4,4,2017-01-26
1488,27,6,1,2017,4,4,2017-01-27
1489,28,7,1,2017,4,4,2017-01-28
1490,29,1,1,2017,5,5,2017-01-29
1491,30,2,1,2017,5,5,2017-01-30
1492,31,3,1,2017,5,5,2017-01-31
1493,1,4,2,2017,1,5,2017-02-01
1494,2,5,2,2017,1,5,2017-02-02
1495,3,6,2,2017,1,5,2017-02-03
1496,4,7,2,2017,1,5,2017-02-04
1497,5,1,2,2017,2,6,2017-02-05
1498,6,2,2,2017,2,6,2017-02-06
1499,7,3,2,2017,2,6,2017-02-07
1500,8,4,2,2017,2,6,2017-02-08
